1,2711,4202
2,2711,4202
3,2711,4202
4,2711,4203
5,2711,4203
6,2711,4203
7,2711,4207
8,2954,4207
9,2711,4207
801,4566
803,4566
805,4566
807,4566
809,4580
811,4580
813,4488
815,4590
817,4623
819,4623
700,4494
821,4623
701,4492,4559
702,4492,4599,4559
823,4625
703,4492
704,4590,4493,4584
825,4625
705,4474
706,4483
827,4625
707,4504
708,4496
829,4625
709,4496
710,4496
831,4625
711,4496
833,4485
712,4496
713,4157
714,4518
835,4609
715,4518
716,4523,4534
717,4523,4534
718,4524
839,4645
719,4524
720,4524,4536
841,4645
600,4443,4411,4424,4438
721,4525,4537
601,4410,4423,4437,4449
722,4525,4537
843,4645
602,4410,4423,4437,4449
723,4525,4537
603,4452,4413,4426
724,4525,4537
845,4645
604,4452,4413,4426
725,4526,4538
605,4410,4423,4449
726,4526,4538
847,4645
606,4451,4412,4425
727,4527
607,4451,4412,4425
728,4527,4539
849,4645
608,4453,4414,4428
729,4527
609,4451,4412,4425
730,4527,4539
851,4645
610,4410,4449
731,4527
611,4411,4424
732,4528
853,4566
612,4412
733,4528
613,4412
734,4528
855,4566
614,4413
735,4529,4541
615,4416
736,4529,4541
857,4566
616,4416
737,4530
617,4418
738,4530
618,4418
739,4531
619,4418
740,4532
620,4428
741,4532
500,4168
621,4440
742,4532
622,4406
743,4532
501,4560
623,4375,4367,4359
744,4532
502,4560
624,4463,4512
745,4535
503,4560
625,4463
746,4535
504,4560
626,4463
747,4535
505,4560
627,4463,4512
748,4536
628,4608,4465,4516
749,4536
629,4608,4465
508,4560
750,4599,4536,4559
630,4608,4465,4516
751,4538
631,4608,4465
752,4538
632,4608,4465
753,4539
633,4608,4465
754,4539
634,4608,4465,4516
755,4539
635,4465
756,4539
636,4465,4516
757,4539
637,4465
758,4540
638,4471
759,4540
639,4471
760,4540
640,4471,4524,4536
761,4541
641,4157
762,4542
642,4157
763,4542
401,4111
643,4484,4495
764,4542
402,4142
644,4474
765,4542
403,4129
645,4474
766,4543
404,4220
646,4474
767,4599,4559
405,4220
647,4474
768,4599,4559
406,4220
648,4474
769,4599,4559
407,4206
649,4474
408,4206
409,4206
770,4595
650,4572,4479
771,4595
651,4479
772,4595
410,4208
773,4418
652,4479
411,4282
653,4484
774,4536
412,4282
654,4484
775,4499
413,4282
655,4484
776,4496
414,4282
777,4471
656,4484
415,4282
657,4484
778,4609
416,4283
658,4483,4531,4543,4625
779,4540
417,4283
659,4483
418,4283
419,4283
781,4331,4338
660,4485
661,4485
420,4283
783,4331,4338
662,4485
300,4185
421,4283
663,4485
422,4283
664,4482,4611
543,4560
785,4572
302,4168
423,4283
665,4482,4611
303,4169
424,4283
666,4482
787,4572
304,4169
425,4283
546,4341,4336
667,4482
305,4169
426,4283
547,4376
668,4482
789,4572
548,4158
306,4169
427,4283
669,4501
549,4158
307,4170
428,4283
308,4170
429,4283
309,4171
670,4501
791,4576
671,4501
551,4155
430,4283
672,4503
793,4576
552,4155
310,4171
431,4283
673,4503
311,4173
432,4283
674,4489
553,4562
795,4576
312,4173
433,4283
675,4489
554,4562
313,4174
434,4283
676,4489
555,4562
797,4576
314,4174
435,4283
677,4489
556,4562
315,4174
436,4283
678,4489
557,4562
799,4586
316,4174
437,4282
679,4504
558,4563
317,4174
438,4282
559,4563
318,4176
439,4187
319,4176
680,4504
681,4504
560,4563
440,4187
682,4495,4586
561,4565,4567
320,4181
441,4187
683,4487
562,4565,4567
321,4181
442,4187
684,4487
563,4565,4567
322,4181
443,4187
685,4487
564,4584,4585
323,4181
444,4188
686,4487
324,4181
687,4488,4525,4537
325,4187
446,4331
688,4488
326,4187
447,4331
689,4491
327,4187
328,4187
329,4188
690,4491
691,4491
692,4499
571,4590,4584
330,4188
693,4499
572,4590,4583
331,4188
694,4493
573,4590
332,4188
695,4493
574,4590
333,4188
696,4493
575,4590
334,4111
697,4493
576,4590,4625
335,4111
698,4494
577,4590
336,4111
457,4340,4335
699,4494
578,4583
337,4111
458,4340,4335
579,4583
338,4111
459,4341,4336
339,4111
218,4122
219,4122
580,4583
581,4583
340,4112
461,4341,4336
582,4583
341,4112
220,4122
462,4341,4336
583,4583
342,4112
221,4122
463,4341,4336
584,4583
343,4112
222,4122
464,4341,4336
585,4583
344,4112
586,4583
345,4112
224,4122
466,4341,4336
587,4583
346,4112
225,4126
588,4583
347,4112
226,4126
468,4366,4377,4358
589,4585
348,4112
227,4126
469,4366,4358
349,4112
228,4126
229,4127
470,4366,4377,4358
591,4623
350,4112
471,4366,4358
592,4586,4623
351,4112
230,4127
472,4366,4358
593,4584
352,4112
231,4127
473,4366,4358
594,4584
353,4113
232,4127
474,4366,4358
595,4406
354,4113
233,4127
475,4366,4377,4358
596,4406
355,4113
234,4127
476,4375,4367,4359
597,4406
356,4113
235,4127
477,4367,4359
598,4440,4453,4446,4414,4428
357,4113
236,4127
599,4450,4443,4411,4424,4438
358,4115
237,4129
479,4367,4359
359,4115
238,4129
239,4129
10,2711,4207
11,2711,4207
12,2711,4207
13,2711,4207
15,2711,4204
16,2711,4204
17,2711,4204
18,4205
19,4205
480,4361,4368
360,4115
481,4361,4368
361,4115
240,4129
482,4371,4364
362,4115
241,4129
483,4371,4364
242,4129
484,4372,4365
364,4115
243,4129
485,4372,4365
365,4115
486,4372,4365
366,4116
245,4129
487,4372,4365
367,4116
246,4129
488,4373,4499
368,4116
247,4131
489,4373,4499
369,4116
248,4131
20,4205
21,2711,4206
22,2711,4206
23,2711,4206
24,2711,4206
25,2711,4206
26,2711,4206
27,2711,4208
28,2711,4208
29,2711,4208
490,4360,4376
