5,2
12,1
273,186
275,83
276,2
277,823
279,1
280,4
281,244
284,121
285,2
286,36
287,1020
290,1
291,93
292,291
293,47
294,41
295,14
296,257
297,73
298,5
318,1
360,4
393,1
394,99
446,2
447,71
457,353
458,37
459,7
461,5
463,50
464,548
466,206
468,742
469,233
470,909
471,135
472,176
473,66
474,111
475,267
476,4568
477,356
479,126
480,24
482,1
483,292
484,3
487,3
488,1782
489,366
492,14
496,195
501,3746
502,2498
503,1508
504,947
505,302
508,24
543,72
546,4
548,53
551,17
552,151
553,14274
554,119
555,408
556,271
557,475
558,2400
559,251
560,270
561,5323
562,6915
563,299
564,625
571,3
572,2
573,84
574,26
575,37
576,99
577,156
578,879
579,740
580,111
581,39
582,131
583,18
584,20
585,58
586,50
587,43
588,5
589,4
591,379
592,439
593,90
594,41
595,202
596,91
597,53
598,3190
599,3334
600,175
601,576
602,2062
603,452
604,1177
605,3491
606,1319
607,1412
608,916
609,25
610,433
611,36
612,1
613,2
614,87
615,127
616,217
617,15
618,12
619,48
621,31
622,10
623,226
624,1261
625,534
626,147
627,1401
628,1833
629,53
630,51
631,107
632,58
633,27
634,7
635,18
637,111
638,4
640,14
641,100
642,2192
643,131
644,5387
645,10763
646,2059
647,1326
648,53
649,98
650,3921
651,172
652,44
653,1063
655,108
656,256
657,18
658,2432
659,361
660,274
661,36
662,350
663,154
664,1298
665,155
666,5
667,64
668,16
669,231
670,7
672,5
674,150
675,250
676,136
677,1
678,537
679,27
682,218
683,576
684,556
685,211
686,96
687,1899
688,87
689,18
690,15
691,1
692,127
693,180
694,189
695,75
696,242
700,184
701,10
702,49
703,76
704,395
705,26
708,525
709,406
711,551
712,2239
714,116
715,322
716,99
718,22
719,37
720,2
721,157
722,145
723,1
724,6
725,358
726,402
727,27
728,139
729,31
730,77
731,16
732,151
733,30
734,31
735,160
736,100
737,981
738,54
739,308
740,1673
741,599
742,133
743,158
744,19
745,1340
746,742
747,211
748,5
750,262
751,33
752,323
753,139
754,60
755,109
756,82
757,20
758,25
759,34
760,99
761,3
762,1711
763,122
764,19
765,64
766,170
767,43
768,8
769,914
770,914
771,32
772,97
776,32
777,22
778,9
779,21
781,2376
783,1
785,20
787,261
789,738
791,250
793,957
795,438
797,91
799,340
801,65
803,97
805,344
807,609
809,357
811,402
813,72
815,3
817,194
819,31
821,142
823,171
825,49
827,362
829,116
831,63
833,19
835,13
839,2
847,8
851,1
853,9
855,2
857,1
859,4
